	code	preferred_name	synonymous_name	short_name	version_number	revision_number	preferred_letter_symbol	synonymous_letter_symbol	data_element_type_class	definition_class	applicable_classes	property_data_element_type	formula	definition	source_document_of_definition	note	remark	unit_of_measure	code_of_unit	alternative_unit_of_measure	code_of_alternative_unit	code_of_list_of_units	data_type	value_list_code	value_list	value_format	status_level	version_released_on	revision_released_on	obsolete_date	version_initiated_on	definition_classes	symbol	enumeration_code	class_type	superclass	higher_level_classes	properties	inherited_properties	Domain	Enumeration code	roperty_data_element_type	enumerated_list_of_terms	enumeration_code_list	applicable_properties	enumerated_list_of _terms	enumerated_list of_terms	Eenumeration_code_list	Applicable properties	Property_data_element_type	enumeration_codeProposal	property_data _element type	higher-level_classes
240	http://www.iop.rwth-aachen.de/IM/1/1/screwType	type of screw			1	1			A55	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine	NON_DEPENDENT_P_DET		Indicates which type of screw is currently set up on the machine.	<eigene>			none					STRING			X..40	Proposal																										
241	http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus	status			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument	http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument	NON_DEPENDENT_P_DET		The current condition, process (step), etc., of an asset/entity.	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus	['http://www.iop.rwth-aachen.de/PPC/1/1/open', 'http://www.iop.rwth-aachen.de/PPC/1/1/confirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered', 'http://www.iop.rwth-aachen.de/PPC/1/1/delivered']	X..40	Proposal																										
242	http://www.iop.rwth-aachen.de/PPC/1/1/setup	setup		@SETU	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/operation				Necessary setup before production has begun.	<eigene>												Proposal						SETU	http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus																			
243	http://www.iop.rwth-aachen.de/PPC/1/1/setupTime	setup time	setup lead time		1	1	t_s}		T07	http://www.iop.rwth-aachen.de/PPC/1/1/operation	http://www.iop.rwth-aachen.de/PPC/1/1/operation	NON_DEPENDENT_P_DET		The time required for a specific machine, resource, work center, process, or line to convert from the production of the last good piece of item A to the first good piece of item B.	APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411			min	UAA842	h	UAA525	UAD197	REAL			NR2..4	Proposal																										
244	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	shift calendar		@SHFT	1	1								Contains the start, finish, and break times of a shift.	Production Planning and Control with SAP ERP, 2013, ISBN: 9781592298686												Proposal											['http://www.iop.rwth-aachen.de/PPC/1/1/shiftId', 'http://www.iop.rwth-aachen.de/PPC/1/1/entryType', 'http://www.iop.rwth-aachen.de/PPC/1/1/startRule', 'http://www.iop.rwth-aachen.de/PPC/1/1/recurrenceRule', 'http://www.iop.rwth-aachen.de/PPC/1/1/workdays', 'http://www.iop.rwth-aachen.de/PPC/1/1/validTill', 'http://www.iop.rwth-aachen.de/PPC/1/1/startTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/endTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/pauseTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity']															
245	http://www.iop.rwth-aachen.de/PPC/1/1/shiftId	shift calendar identificator	work calendar identificator		1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	NON_DEPENDENT_P_DET		Unique identification of the shift calendar.	IEC 62264-4			none					STRING			X..40	Proposal																										
246	http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMax	maximum shot capacity			1	1	V_shot,max}		T06	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine	NON_DEPENDENT_P_DET		Maximum quantity of material that an injection molding machine can inject per cycle into a mold.	ISO 472			cm³	UAA385			UAD238	REAL			NR2	Proposal																										
247	http://www.iop.rwth-aachen.de/IM/1/1/shotVolumeMin	minumum shot capacity			1	1	V_shot,min}		T06	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine	NON_DEPENDENT_P_DET		Minimum quantity of material that an injection molding machine can inject per cycle into a mold.	<eigene>			cm³	UAA385			UAD238	REAL			NR2	Proposal																										
248	http://www.iop.rwth-aachen.de/PPC/1/1/shutdownTime	shutdown time			1	1	t_shutdown}		T07	http://www.iop.rwth-aachen.de/PPC/1/1/operation	http://www.iop.rwth-aachen.de/PPC/1/1/operation	NON_DEPENDENT_P_DET		The time required for a specific machine, resource, work center, process, or line to shut down.	<eigene>			min	UAA842	h	UAA525	UAD197	REAL			NR2..4	Proposal																										
249	http://www.iop.rwth-aachen.de/IM/1/1/spureRemoval	spure removal		@SRVL	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice				Process step to cut or laser the spure from the finished part.	<eigene>												Proposal						SRVL	http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType																			
250	http://www.iop.rwth-aachen.de/PPC/1/1/startRule	start rule			1	1			A31	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	NON_DEPENDENT_P_DET		Defines the date until the shift calendar is valid and in use.	<eigene>			none					STRING			X	Proposal																										
251	http://www.iop.rwth-aachen.de/PPC/1/1/startTime	start time			1	1			A31	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	NON_DEPENDENT_P_DET		Start time of the shift.	<eigene>			none					TIME			X 5	Proposal																										
252	http://www.iop.rwth-aachen.de/PPC/1/1/status	status			1	1			A62		['http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']	NON_DEPENDENT_P_DET		The current condition, process (step), etc. of an asset/entity.	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumAssetStatus	['http://www.iop.rwth-aachen.de/PPC/1/1/construction', 'http://www.iop.rwth-aachen.de/PPC/1/1/verification', 'http://www.iop.rwth-aachen.de/PPC/1/1/approved', 'http://www.iop.rwth-aachen.de/PPC/1/1/updating', 'http://www.iop.rwth-aachen.de/PPC/1/1/expired']	X..40	Proposal					['http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']																					
253	http://www.iop.rwth-aachen.de/PPC/1/1/statusOp	status			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/operation	http://www.iop.rwth-aachen.de/PPC/1/1/operation	NON_DEPENDENT_P_DET		The current condition, process (step), etc., of an asset/entity.	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus	['http://www.iop.rwth-aachen.de/PPC/1/1/waiting', 'http://www.iop.rwth-aachen.de/PPC/1/1/setup', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/finished']	X..40	Proposal																										
254	http://www.iop.rwth-aachen.de/PPC/1/1/status	status			1	1			A62		http://www.iop.rwth-aachen.de/PPC/1/1/person	NON_DEPENDENT_P_DET		The current condition, process (step), etc., of an asset/entity.	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus	['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/pause', 'http://www.iop.rwth-aachen.de/PPC/1/1/vacation', 'http://www.iop.rwth-aachen.de/PPC/1/1/nonWorkingTime']	X..40	Proposal					http://www.iop.rwth-aachen.de/PPC/1/1/person																					
255	http://www.iop.rwth-aachen.de/PPC/1/1/statusTA	status technical asset			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	NON_DEPENDENT_P_DET		The current condition, process (step), etc., of an asset/entity.	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus	['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/defect', 'http://www.iop.rwth-aachen.de/PPC/1/1/inMaintenance']	X..40	Proposal																										
256	http://www.iop.rwth-aachen.de/PPC/1/1/storage	storage	storage zone	@STRG	1	1								Designated physical space and/or equipment dedicated to the storage of materials and/or equipment.	IEC 62264-1												Proposal											['http://www.iop.rwth-aachen.de/PPC/1/1/storageId', 'http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/storageType', 'http://www.iop.rwth-aachen.de/PPC/1/1/capacityMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/currentLoad', 'http://www.iop.rwth-aachen.de/PPC/1/1/temperature', 'http://www.iop.rwth-aachen.de/PPC/1/1/humidity', 'http://www.iop.rwth-aachen.de/PPC/1/1/barometricPressure']															
257	http://www.iop.rwth-aachen.de/PPC/1/1/storageId	storage identificator			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/storage	http://www.iop.rwth-aachen.de/PPC/1/1/storage	NON_DEPENDENT_P_DET		Unique identification of the storage.	<eigene>			none					STRING			X..40	Proposal																										
258	http://www.iop.rwth-aachen.de/IM/1/1/storageLocation	storage location			1	1			A12	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	['http://www.iop.rwth-aachen.de/IM/1/1/mold', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsert']	NON_DEPENDENT_P_DET		The place where the asset is stored.	<eigene>			none					STRING			X..40	Proposal																										
259	http://www.iop.rwth-aachen.de/PPC/1/1/storagePosId	storage position identificator			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition	http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition	NON_DEPENDENT_P_DET		Unique identification of the storage position.	<eigene>			none					STRING			X..40	Proposal																										
260	http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition	storage position	storage unit	@STPO	1	1								Designated physical space and/or equipment dedicated to the storage of materials and/or equipment within a storage zone.	IEC 62264-1												Proposal											['http://www.iop.rwth-aachen.de/PPC/1/1/storagePosId', 'http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/storageType', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialType', 'http://www.iop.rwth-aachen.de/PPC/1/1/allowDiverseMat', 'http://www.iop.rwth-aachen.de/PPC/1/1/capacityMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/currentLoad', 'http://www.iop.rwth-aachen.de/PPC/1/1/temperature', 'http://www.iop.rwth-aachen.de/PPC/1/1/humidity', 'http://www.iop.rwth-aachen.de/PPC/1/1/barometricPressure']															
261	http://www.iop.rwth-aachen.de/PPC/1/1/storageType	storage type			1	1			A62		['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']	NON_DEPENDENT_P_DET		The storage type (octabin, silo, specific box, specific container, etc.).	<eigene>			none					ENUM_STRING	http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType	['http://www.iop.rwth-aachen.de/PPC/1/1/outerSilo', 'http://www.iop.rwth-aachen.de/PPC/1/1/innerSilo', 'http://www.iop.rwth-aachen.de/PPC/1/1/octabin', 'http://www.iop.rwth-aachen.de/PPC/1/1/bag', 'http://www.iop.rwth-aachen.de/PPC/1/1/container', 'http://www.iop.rwth-aachen.de/PPC/1/1/palette']	X..40	Proposal					['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']																					
262	http://www.iop.rwth-aachen.de/IM/1/1/strokeVolumeMax	maximum stroke volume 			1	1	V_stroke_max}		T06	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine	NON_DEPENDENT_P_DET		Product of metering stroke and effective cross-sectional area of the injection plunger.	DIN 24450			cm³	UAA385			UAD238	REAL			NR2	Proposal																										
263	http://www.iop.rwth-aachen.de/PPC/1/1/sunday	sunday		@SUN	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar																	Proposal						SUN	http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays																			
264	http://www.iop.rwth-aachen.de/PPC/1/1/surname	surname			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/person	http://www.iop.rwth-aachen.de/PPC/1/1/person	NON_DEPENDENT_P_DET		The surname of the individual.	<eigene>			none					STRING			X..40	Proposal																										
265	http://www.iop.rwth-aachen.de/IM/1/1/tape	tape		@TAPE	1	1				"http://www.iop.rwth-aachen.de/PPC/1/1/conveyor
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate"																	Proposal						TAPE	http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm																			
266	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	technical asset		@TA	1	1								Physical object uniquely identified and tracked for maintenance and/or financial purposes.	IEC 62264-1	IEC 62264 (and PPCinIM) addresses physical assets used in equipment roles. There are many other physical assets in an enterprise.											Proposal											['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']															
267	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAttributes	technical attributes			1	1			A91	http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument	http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument	NON_DEPENDENT_P_DET		The technical specifications of the customer to manufacture the desired part.	<eigene>			none					STRING			X..1000	Proposal																										
268	http://www.iop.rwth-aachen.de/IM/1/1/tempDeviceId	temperature control unit identificator			1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice	NON_DEPENDENT_P_DET		Unique identification of the temperature control unit.	<eigene>			none					STRING			X..40	Proposal																										
269	http://www.iop.rwth-aachen.de/PPC/1/1/temperature	temperature		@TEMP	1	1	ϑ		H02		['http://www.iop.rwth-aachen.de/IM/1/1/plasticsGranulate', 'http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']	NON_DEPENDENT_P_DET		The current temperature.	<eigene>			°C	UAA033	K	UAA185	UAD023	REAL_MEASURE			NR2 S..2.2	Proposal					['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']																					
270	http://www.iop.rwth-aachen.de/PPC/1/1/temperatureControlDevice	temperature control device	temperature control unit	@TCU	1	1								Controlls the temperature of the mold.	<eigene>												Proposal									http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset		['http://www.iop.rwth-aachen.de/IM/1/1/tempDeviceId', 'http://www.iop.rwth-aachen.de/IM/1/1/plannedTemperature', 'http://www.iop.rwth-aachen.de/IM/1/1/tempMax', 'http://www.iop.rwth-aachen.de/IM/1/1/tempMainLine', 'http://www.iop.rwth-aachen.de/IM/1/1/tempReturnLine', 'http://www.iop.rwth-aachen.de/IM/1/1/preHeatingDuration', 'http://www.iop.rwth-aachen.de/IM/1/1/pumpPressureMax', 'http://www.iop.rwth-aachen.de/IM/1/1/pumpPowerMax', 'http://www.iop.rwth-aachen.de/IM/1/1/currentFlowRate', 'http://www.iop.rwth-aachen.de/IM/1/1/nominalFlowRate', 'http://www.iop.rwth-aachen.de/IM/1/1/adapterType', 'http://www.iop.rwth-aachen.de/IM/1/1/channelType', 'http://www.iop.rwth-aachen.de/IM/1/1/coolant']	['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']														
271	http://www.iop.rwth-aachen.de/IM/1/1/temperatureMax	maximum temperature			1	1	ϑ_max}		H02	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/dryer	NON_DEPENDENT_P_DET		Defines the maximum working or ambient temperature.	<eigene>			°C	UAA033	K	UAA185	UAD023	REAL			NR2..3	Proposal																										
272	http://www.iop.rwth-aachen.de/IM/1/1/tempMainLine	temperature main line			1	1	ϑ_mainline}		H02	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice	NON_DEPENDENT_P_DET		The actual temperature in the main line.	EUROMAP 82.1			°C	UAA033	K	UAA185	UAD023	REAL_MEASURE			NR2..3	Proposal																										
273	http://www.iop.rwth-aachen.de/IM/1/1/tempMax	maximum temperature			1	1	ϑ_max}		H02	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice	NON_DEPENDENT_P_DET		Defines the maximum working or ambient temperature.	<eigene>			°C	UAA033	K	UAA185	UAD023	REAL			NR2..3	Proposal																										
274	http://www.iop.rwth-aachen.de/IM/1/1/tempPlasticatingUnitMax	maximum temperature of plasticating unit			1	1	ϑ_placunit,max}		H02	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine	NON_DEPENDENT_P_DET		Maximum allowed temperature for the plasticating unit.	<eigene>			°C	UAA033	K	UAA185	UAD023	REAL			NR2	Proposal																										
275	http://www.iop.rwth-aachen.de/IM/1/1/tempReturnLine	temperature return line			1	1	ϑ_returnline}		H02	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice	NON_DEPENDENT_P_DET		The actual temperature in the return line.	EUROMAP 82.1			°C	UAA033	K	UAA185	UAD023	REAL_MEASURE			NR2..3	Proposal																										
276	http://www.iop.rwth-aachen.de/PPC/1/1/throughput	throughput		@TH	1	1	q_th}		K29	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	['http://www.iop.rwth-aachen.de/IM/1/1/dryer', 'http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/conveyor']	NON_DEPENDENT_P_DET		The number/amount of any material moved from one location to another in a specific time interval.	<eigene>			kg/h	UAA607	l/min	UAA659	UAD107	REAL			NR2	Proposal																										
277	http://www.iop.rwth-aachen.de/PPC/1/1/thursday	thursday		@THU	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar																	Proposal						THU	http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays																			
278	http://www.iop.rwth-aachen.de/PPC/1/1/tradeName	trade name	commercial name		1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/part	http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial	NON_DEPENDENT_P_DET		The designation of an article, part, chemical compound, etc., as a wordmark.	<eigene>			none					STRING			X..40	Proposal																										
279	http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer	transport container		@TRCN	1	1								A specific asset that is suitable to transport a specific type of material (robust, fluid, etc.).	<eigene>												Proposal									http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset		['http://www.iop.rwth-aachen.de/PPC/1/1/containerId', 'http://www.iop.rwth-aachen.de/IM/1/1/resinForm', 'http://www.iop.rwth-aachen.de/PPC/1/1/chargeState', 'http://www.iop.rwth-aachen.de/PPC/1/1/netWeight', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportVolumeMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/throughput']	['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']														
280	http://www.iop.rwth-aachen.de/PPC/1/1/transportVolumeMax	maximum transport volume	maximum transport load		1	1	m_transport}		T06	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	['http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/conveyor']	NON_DEPENDENT_P_DET		The maximum volume a transport container can load.	<eigene>			kg	UAD720	1		UAD104	REAL			NR2..4	Proposal																										
281	http://www.iop.rwth-aachen.de/PPC/1/1/tuesday	tuesday		@TUE	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar																	Proposal						TUE	http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays																			
282	http://www.iop.rwth-aachen.de/PPC/1/1/unitPrice	unit price			1	1			P51	http://www.iop.rwth-aachen.de/PPC/1/1/part	http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial	NON_DEPENDENT_P_DET		Price for one unit of the raw material, the vendor declared.	<eigene>			€					REAL_CURRENCY			NR2 2.2	Proposal																										
283	http://www.iop.rwth-aachen.de/PPC/1/1/updating	updating		@UPDT	1	1				['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']				The part/material gets an update due to a change request.	<eigene>												Proposal						UPDT	http://www.iop.rwth-aachen.de/PPC/1/1/lcStatus																			
284	http://www.iop.rwth-aachen.de/PPC/1/1/vacation	vacation		@VAC	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/person				The person is not available because of vacation.	<eigene>												Proposal						VAC	http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus																			
285	http://www.iop.rwth-aachen.de/PPC/1/1/validTill	valid till			1	1			A31	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar	NON_DEPENDENT_P_DET		Defines the date until the shift calendar is invalid and not in use.	<eigene>			none					DATE			X	Proposal																										
286	http://www.iop.rwth-aachen.de/PPC/1/1/vendorId	vendor identificator	supplier identificator		1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/part	http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial	NON_DEPENDENT_P_DET		Unique identification of a vendor that is a provider of goods or services.	APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411			none					STRING			X..40	Proposal																										
287	http://www.iop.rwth-aachen.de/PPC/1/1/vendorName	vendor name	supplier name		1	1			A62	http://www.iop.rwth-aachen.de/PPC/1/1/part	http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial	NON_DEPENDENT_P_DET		The name of a vendor that is a provider of goods or services.	APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411			none					STRING			X..40	Proposal																										
288	http://www.iop.rwth-aachen.de/PPC/1/1/version	version			1	1			A62		['http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']	NON_DEPENDENT_P_DET		Versions represent the evolution of an asset.	<eigene>			1					INTEGER			NR1..3	Proposal					['http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']																					
289	http://www.iop.rwth-aachen.de/PPC/1/1/verification	verification		@VERY	1	1				['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']				The part/material is under verification after construction, addition, or due to a change request.	<eigene>												Proposal						VERY	http://www.iop.rwth-aachen.de/PPC/1/1/lcStatus																			
290	http://www.iop.rwth-aachen.de/IM/1/1/volume	volume			1	1	V		T06	http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset	http://www.iop.rwth-aachen.de/IM/1/1/dryer	NON_DEPENDENT_P_DET		The volume the asset can store or proceed at once.	<eigene>			m³	UAA757			UAD238	REAL			NR2	Proposal																										
291	http://www.iop.rwth-aachen.de/PPC/1/1/wageRate	wage rate			1	1			P51	http://www.iop.rwth-aachen.de/PPC/1/1/person	http://www.iop.rwth-aachen.de/PPC/1/1/person	NON_DEPENDENT_P_DET		Costs incurred by a person in one hour.	<eigene>			€					REAL_CURRENCY			NR2 2.2	Proposal																										
292	http://www.iop.rwth-aachen.de/PPC/1/1/waiting	waiting		@WAIT	1	1				http://www.iop.rwth-aachen.de/PPC/1/1/operation				The operation waits to be started	<eigene>												Proposal						WAIT	http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus																			
293	http://www.iop.rwth-aachen.de/PPC/1/1/waitTime	waiting time			1	1	t_wait}		T07	http://www.iop.rwth-aachen.de/PPC/1/1/operation	http://www.iop.rwth-aachen.de/PPC/1/1/operation	NON_DEPENDENT_P_DET		The time a job remains at a work center after an operation is completed until it is moved to the next operation. It is often expressed as a part of move time.	APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411			min	UAA842	h	UAA525	UAD197	REAL			NR2..4	Proposal																										
